Theta_AF3,Theta_T7,Theta_PZ,Theta_T8,Theta_AF4,Alpha_AF3,Alpha_T7,Alpha_PZ,Alpha_T8,Alpha_AF4,BetaL_AF3,BetaL_T7,BetaL_PZ,BetaL_T8,BetaL_AF4,BetaH_AF3,BetaH_T7,BetaH_PZ,BetaH_T8,BetaH_AF4,Gamma_AF3,Gamma_T7,Gamma_PZ,Gamma_T8,Gamma_AF4,Command
43.764,26.502,12.992,38.5,27.947,8.351,4.864,3.102,5.666,8.189,6.098,3.043,2.298,7.906,3.878,2.493,1.305,1.547,1.706,2.431,1.141,0.919,1.121,1.613,1.366,0
44.733,28.533,13.841,42.253,29.521,8.073,4.867,3.212,6.362,7.46,5.747,3.335,2.171,7.993,3.532,2.069,1.38,1.307,1.187,1.829,1.17,0.87,0.822,0.974,1.303,0
30.777,21.36,11.385,33.613,22.276,5.879,3.569,2.579,5.744,5.176,4.176,2.771,1.442,6.154,2.554,1.374,1.187,0.839,0.727,1.154,1.214,0.821,0.538,0.659,1.217,0
11.589,8.726,6.403,15.26,11.904,3.319,2.183,1.456,3.117,3.976,2.617,1.75,0.846,3.633,1.812,1.257,1.016,0.548,0.64,1.308,1.163,0.973,0.536,0.736,1.057,0
5.865,4.465,4.421,8.518,9.573,2.366,1.881,1.031,2.061,4.147,1.989,1.522,0.776,2.811,1.653,1.317,1.14,0.53,0.713,1.538,1.132,1.168,0.589,0.773,0.987,0
2.205,2.02,2.33,3.518,11.462,1.506,1.746,0.677,1.555,5.307,1.069,1.537,0.886,2.112,1.765,1.382,1.712,0.705,1.019,1.927,1.116,1.64,0.736,0.728,0.969,0
2.387,2.785,2.338,3.749,13.649,1.85,1.792,0.771,1.989,5.939,0.934,1.533,0.972,2.025,1.972,1.389,1.979,0.877,1.241,2.09,1.134,1.826,0.793,0.678,1.015,1
4.666,6.206,5.162,8.155,16.148,4.304,2.608,1.99,3.719,6.73,2.126,1.586,1.393,2.352,2.886,1.476,2.173,1.329,1.897,2.571,1.201,2.029,0.829,0.743,1.133,1
9.616,9.195,11.499,18.866,14.096,8.415,4.597,6.027,6.298,8.454,5.629,2.941,2.423,3.477,5.297,1.747,2.03,1.803,2.731,3.282,1.352,2.046,0.925,1.3,1.301,1
12.909,9.598,14.789,26.302,13.021,10.456,5.619,8.839,7.407,11.017,7.613,4.179,3.085,4.1,6.964,1.892,1.927,2.007,3.03,3.58,1.449,1.977,1.069,1.762,1.422,1
18.687,8.557,18.779,39.635,19.357,12.547,6.445,12.804,7.951,20.51,9.481,6.278,3.935,4.621,9.588,2.051,1.74,2.282,3.179,3.807,1.556,1.66,1.466,2.74,1.733,1
19.67,7.595,19.083,42.392,27.831,12.06,6.057,12.714,7.214,25.884,8.845,6.47,3.831,4.458,9.969,2.066,1.64,2.313,3.107,3.71,1.548,1.453,1.623,3.121,1.916,1
16.41,5.562,17.062,36.763,45.774,8.385,4.242,8.555,4.681,30.522,5.805,4.933,2.623,4.007,9.319,2.084,1.406,2.077,2.973,3.234,1.489,1.125,1.691,3.514,2.284,1
9.612,3.584,12.492,22.469,44.591,4.028,2.364,3.722,2.872,22.913,3.813,2.637,1.158,3.922,8.984,2.106,1.169,1.477,2.743,2.688,1.495,0.973,1.503,3.533,2.497,1
6.591,2.683,9.7,15.702,35.331,2.808,1.72,2.692,2.599,16.923,3.878,1.901,0.733,3.849,9.048,2.093,1.065,1.155,2.48,2.43,1.533,0.916,1.399,3.514,2.514,1
3.038,1.554,4.606,6.933,14.745,2.836,1.167,3.464,3.008,9.61,5.258,1.419,0.674,3.588,9.17,1.954,0.885,0.783,1.825,2.049,1.67,0.815,1.274,3.575,2.472,1
1.822,1.913,1.44,3.329,10.106,3.955,1.505,4.837,3.832,11.485,6.354,1.371,1.021,3.824,10.278,1.66,0.729,0.891,1.585,2.089,1.801,0.803,1.271,3.661,2.45,1
1.644,2.912,0.789,2.763,12.997,4.09,1.89,4.889,4.032,13.244,6.424,1.356,1.166,4.196,11.18,1.494,0.686,1.031,1.653,2.263,1.828,0.835,1.317,3.626,2.43,1
1.818,5.43,0.685,3.327,53.55,3.372,2.593,3.724,3.781,22.546,5.75,1.371,1.206,4.65,15.41,1.269,0.704,1.203,1.842,4.147,1.765,0.917,1.464,3.305,2.677,0
2.368,6.623,1.212,4.427,121.828,3.022,2.88,3.016,3.689,38.204,5.511,1.591,1.127,4.544,21.361,1.293,0.799,1.231,1.914,7,1.722,0.979,1.555,3.141,3.406,0
5.771,8.08,4.35,8.914,352.147,3.6,4.297,2.564,4.438,92.111,6.727,3.298,1.216,4.152,40.245,1.72,1.501,1.46,2.153,16.269,1.872,1.387,1.858,3.532,6.516,0
11.467,8.73,9.248,14.376,518.994,5.013,7.265,2.93,5.573,126.859,9.312,6.086,1.847,4.111,51.04,2.308,2.855,1.988,2.896,22.777,2.4,2.183,2.375,5.272,9.411,0
13.497,9.116,10.864,15.878,506.193,5.212,8.586,2.891,5.564,119.752,10.091,6.954,2.299,4.213,47.444,2.534,3.471,2.19,3.501,22.152,2.664,2.506,2.62,6.295,9.57,1
12.787,9.768,9.828,13.749,313.114,4.044,8.819,2.224,4.202,69.459,9.977,6.216,3.372,4.378,26.625,2.9,3.861,2.165,4.774,14.394,2.895,2.607,2.846,7.532,7.096,1
10.264,9.29,7.477,10.737,195.015,3.051,7.613,1.875,3.331,43.726,9.603,4.867,3.923,4.359,16.223,3.076,3.582,1.983,5.146,9.924,2.895,2.447,2.835,7.622,5.357,1
4.879,6.438,2.779,4.747,54.422,1.533,4.388,1.738,2.326,18.778,9.366,2.283,4.73,4.011,7.126,3.319,2.624,1.7,4.982,5.149,2.928,2.149,2.766,7.27,3.191,1
3.183,3.63,1.901,2.57,28.944,1.289,2.846,2.083,2.161,14.319,8.725,1.548,4.92,3.312,8.283,3.097,1.937,1.759,4.128,4.708,3.008,2.015,2.647,6.747,2.973,1
3.512,2.879,2.765,2.512,27.628,1.528,2.853,2.174,2.064,11.825,7.718,1.661,4.73,2.991,9.076,2.859,1.752,1.863,3.757,4.675,2.939,1.877,2.484,6.37,3.064,1
3.99,2.076,4.791,2.594,24.077,2.275,3.1,2.17,1.784,8.431,5.024,1.771,3.765,2.763,9.463,2.787,1.533,2.081,3.468,4.816,2.525,1.392,1.987,5.473,3.152,1
3.031,1.895,5.271,2.178,24.726,2.74,2.569,2.269,1.976,10.362,3.381,1.407,2.438,3.094,8.272,3.773,1.474,2.132,3.603,5.337,2.201,1.098,1.696,5.242,3.161,1
2.202,2.152,4.683,1.83,24.401,2.684,2.011,2.356,2.305,11.727,3.069,1.187,1.856,3.37,7.236,4.467,1.465,2.024,3.697,5.414,2.19,1.115,1.703,5.464,3.162,1
0.867,3.754,2.919,1.852,19.458,2.019,1.065,2.259,3.06,10.719,2.487,1.056,1.183,3.829,4.689,5.411,1.394,1.632,3.7,4.536,2.276,1.245,1.743,5.81,3.075,0
0.601,4.638,2.285,2.596,16.418,1.609,0.888,2.001,3.394,8.416,2.042,1.17,1.148,3.879,3.607,5.488,1.327,1.496,3.606,3.734,2.28,1.254,1.672,5.681,2.98,0
0.788,5.094,2.016,5.217,18.52,1.075,0.961,1.377,3.915,4.47,1.232,1.515,1.307,3.397,3.673,5.1,1.252,1.672,3.754,2.601,2.237,1.123,1.429,5.043,2.855,0
1.493,3.965,2.338,7.033,33.724,1.167,1.027,1.382,4.459,5.498,1.164,1.655,1.578,3.416,6.827,4.451,1.416,2.323,5.059,2.819,2.26,0.941,1.356,4.615,2.984,0
1.967,3.34,2.417,7.237,40.305,1.407,1.012,1.672,4.821,7.157,1.402,1.622,1.867,4.198,8.294,4.012,1.547,2.59,5.879,3.136,2.31,0.893,1.416,4.597,3.08,1
2.915,2.689,2.184,6.604,40.044,1.97,0.936,2.439,5.604,8.908,1.934,1.385,2.55,6.765,8.455,2.966,1.77,2.668,6.706,3.377,2.439,0.944,1.595,4.904,3.104,1
3.221,2.463,2.01,5.816,24.846,2.332,0.84,2.947,6.174,7.217,2.162,0.991,2.676,8.247,5.546,2.342,1.941,2.323,6.119,3.107,2.489,1.135,1.674,5.57,2.867,1
2.994,2.314,2.091,5.539,18.916,2.508,0.836,3.012,6.277,6.058,2.149,0.826,2.437,7.969,3.99,2.355,2.007,2.176,5.655,3.021,2.481,1.234,1.695,6.061,2.789,1
2.247,2.057,2.352,5.062,21.388,3.288,1.054,2.937,5.958,6.167,2.091,0.755,1.811,6.201,2.371,2.738,1.925,2.034,4.997,3.36,2.492,1.369,1.826,7.173,3.044,1
1.984,1.865,2.151,4.31,34.44,4.624,1.429,3.081,5.493,9.212,2.166,0.94,1.553,4.98,2.229,2.953,1.378,1.834,4.369,4.218,2.569,1.419,2.015,7.686,3.681,1
2.143,1.656,1.869,4.045,38.741,5.276,1.501,3.51,5.914,10.442,2.362,0.991,1.603,4.879,2.19,2.886,1.01,1.666,3.86,4.556,2.597,1.442,2.068,7.518,3.928,1
2.845,1.292,1.441,7.695,34.118,6.002,1.307,5.116,9.158,10.556,3.206,0.848,1.81,5.596,2.002,2.564,0.531,1.446,2.812,4.561,2.661,1.597,2.096,7.025,4.168,1
3.44,1.313,1.475,12.904,27.065,6.039,1.183,5.947,11.374,9.45,3.658,0.707,1.862,6.283,1.865,2.39,0.528,1.479,2.542,4.268,2.767,1.756,2.13,7.149,4.264,1
5.016,1.737,1.895,26.196,13.484,5.736,1.268,6.569,13.617,6.375,4.041,0.596,2.276,7.802,1.859,2.143,0.889,1.798,2.88,3.8,3.18,2.125,2.323,8.37,4.568,1
6.475,2.065,2.275,30.5,8.779,5.368,1.766,5.444,10.892,4.256,3.736,0.979,3.656,8.975,3.015,2.159,1.36,2.04,3.99,4.221,3.726,2.365,2.654,9.945,5.03,1
7.98,3.171,3.028,27.488,9.723,5.502,2.205,4.746,8.634,3.894,3.637,1.414,4.591,9.257,3.988,2.356,1.609,2.059,4.523,4.727,3.989,2.424,2.87,10.482,5.315,1
18.004,13.004,9.466,21.45,18.256,7.482,4.203,5.001,6.525,4.872,4.197,2.702,5.943,9.083,5.861,3.296,2.427,2.2,5.325,5.957,4.364,2.48,3.363,10.726,5.94,1
27.146,22.269,15.492,24.012,27.382,9.203,5.794,6.116,7.094,5.985,4.746,3.383,6.009,8.627,6.41,3.916,3.004,2.414,5.619,6.517,4.394,2.47,3.539,10.437,6.148,1
45.21,40.553,26.842,40.72,48.427,11.456,8.429,8.374,8.747,7.41,5.425,4.094,4.979,7.108,6.482,4.713,3.936,2.904,5.961,7.068,4.022,2.265,3.451,9.397,5.923,1
46.992,41.836,26.617,50.442,56.873,9.552,8.036,7.921,7.643,6.348,4.928,3.63,3.686,5.445,5.898,4.193,3.77,2.87,5.681,6.388,3.364,1.818,2.881,8.468,4.953,1
40.191,34.748,21.635,46.365,51.977,7.39,6.77,6.652,6.27,5.393,4.375,3.111,3.426,4.914,5.589,3.566,3.283,2.619,5.395,5.696,3.112,1.602,2.602,8.174,4.464,1
22.365,16.285,10.203,27.869,31.97,3.242,4.153,4.061,3.582,4.404,3.149,2.091,3.751,4.665,4.789,2.554,2.214,2.116,5.286,4.438,2.807,1.355,2.279,7.484,3.758,1
15.737,7.727,7.885,15.049,19.964,2.462,3.583,3.841,2.796,6.216,2.241,1.654,4.489,5.43,3.986,2.463,1.861,1.951,5.756,3.916,2.524,1.425,2.069,6.238,3.225,1
18.761,9.011,11.215,15.437,22.052,3.573,4.074,4.534,3.256,8.022,1.995,1.606,4.609,5.943,3.816,2.54,1.96,1.89,5.721,3.758,2.373,1.59,1.906,5.538,2.968,1
33.458,19.938,23.113,26.783,40.618,7.234,6.735,6.176,5.629,11.769,2.086,1.562,3.899,6.423,4.11,2.392,2.259,1.554,4.531,3.185,2.054,1.983,1.448,4.177,2.469,1
43.297,28.81,29.754,35.734,54.493,9.005,9.064,6.798,7.214,12.927,2.43,1.496,3.203,6.198,4.396,2.193,2.295,1.32,3.598,2.814,1.843,2.058,1.201,3.447,2.209,0
60.436,44.913,38.487,51.57,76.404,10.494,13.757,7.082,9.388,12.348,3.108,1.199,1.885,4.914,4.368,1.854,1.906,0.949,1.997,2.162,1.271,1.731,0.769,1.914,1.61,0
62.085,46.714,36.07,53.532,79.666,8.782,13.98,6.054,8.632,10.288,2.839,0.832,1.276,3.262,3.188,1.808,1.16,0.811,1.373,1.773,0.707,1.022,0.49,0.824,1.016,0
54.54,40.809,30.469,47.673,73.798,7.255,11.842,5.192,7.31,10.172,2.362,0.733,1.169,2.551,2.487,1.845,0.844,0.771,1.331,1.662,0.516,0.713,0.407,0.554,0.789,0
30.412,21.326,15.786,26.752,51.485,4.608,6.63,3.467,4.485,11.748,1.32,0.808,0.948,1.496,1.581,1.842,0.585,0.618,1.395,1.578,0.334,0.397,0.297,0.344,0.513,0
15.093,9.573,5.547,11.569,34.137,3.363,4.719,2.21,2.745,11.67,1.087,1.155,0.657,1.031,1.627,1.788,0.751,0.413,1.417,1.676,0.311,0.358,0.232,0.291,0.424,0
13.739,8.666,3.854,8.892,30.822,3.09,4.866,1.766,2.384,11.501,1.55,1.292,0.566,1.043,2.527,1.789,0.889,0.344,1.381,2.019,0.328,0.366,0.217,0.297,0.477,0
13.66,8.764,3.264,6.678,38.951,2.54,4.616,1.124,2.203,22.365,3.544,1.216,0.5,1.311,14.209,1.767,1.05,0.328,1.255,4.967,0.353,0.365,0.213,0.348,1.403,0
12.02,7.684,2.982,5.449,49.612,2.242,3.849,0.942,2.208,35.94,4.821,1.095,0.489,1.444,26.808,1.699,1.029,0.358,1.179,7.839,0.34,0.348,0.222,0.378,2.472,0
7.276,5.564,2.407,4.462,78.318,2.067,2.516,1.174,2.762,66.064,7.109,1.335,0.449,1.593,54.209,1.457,0.841,0.407,1.004,13.714,0.285,0.306,0.245,0.424,4.994,0
4.818,6.586,2.28,6.656,84.186,2.242,2.954,1.956,3.855,68.121,7.858,2.291,0.405,1.575,58.628,1.188,0.654,0.405,0.89,14.289,0.256,0.286,0.247,0.437,5.682,0
4.72,7.749,2.312,8.009,71.342,2.256,3.571,2.29,4.294,55.149,7.39,2.644,0.389,1.5,48.867,1.071,0.619,0.405,0.914,11.981,0.257,0.288,0.241,0.432,4.929,0
5.164,7.91,2.368,8.601,35.308,1.946,4.161,2.417,4.618,21.567,5.104,2.391,0.382,1.203,20.878,0.865,0.675,0.457,1.058,5.624,0.256,0.301,0.236,0.398,2.417,0
5.765,6.928,2.53,8.979,22.36,1.719,3.887,2.226,4.525,10.157,3.702,1.853,0.393,1.013,10.382,0.792,0.742,0.52,1.12,3.252,0.246,0.312,0.246,0.372,1.386,0
9.569,4.641,4.004,14.377,20.429,1.403,2.678,1.658,4.193,3.111,1.658,0.743,0.438,0.725,2.251,0.797,0.878,0.722,1.149,1.338,0.23,0.349,0.295,0.328,0.504,0
16.247,4.055,6.261,23.743,30.533,1.351,1.742,1.233,3.866,3.755,1.383,0.298,0.529,0.736,1.88,0.914,0.951,0.912,1.053,1.225,0.241,0.393,0.345,0.32,0.464,0
18.893,4.205,6.881,26.299,33.167,1.325,1.509,1.134,3.874,4.037,1.616,0.292,0.587,0.832,2.323,0.927,0.939,0.935,1.014,1.308,0.248,0.41,0.355,0.335,0.529,0
19.171,4.238,6.283,23.457,31.976,1.144,1.199,1.109,5.885,3.91,1.841,0.419,0.705,1.152,3.357,0.84,0.826,0.778,1.253,1.545,0.268,0.448,0.347,0.428,0.74,0
14.989,4.262,5.33,20.153,21.938,0.965,0.885,1.25,10.816,2.943,1.508,0.58,0.793,1.56,3.517,0.834,0.704,0.496,1.959,1.707,0.323,0.502,0.367,0.669,0.958,0
13.534,4.768,5.462,21.545,16.782,0.982,0.809,1.357,13.022,2.44,1.339,0.647,0.809,1.74,3.131,0.94,0.672,0.393,2.291,1.724,0.36,0.525,0.406,0.847,1.052,0
14.797,7.316,6.21,27.997,11.012,1.382,1.469,1.664,13.403,2.196,1.412,0.892,0.752,1.842,1.891,1.362,0.858,0.352,2.455,1.636,0.406,0.592,0.492,1.191,1.17,0
17.631,8.685,6.094,29.756,10.697,1.877,2.602,1.895,11.436,2.834,1.659,1.114,0.692,1.855,1.383,1.614,1.193,0.388,2.269,1.541,0.406,0.703,0.502,1.276,1.18,0
32.303,9.22,5.092,27.723,15.048,3.949,6.408,2.374,6.248,6.144,2.271,1.568,0.567,2.147,1.024,1.966,2.242,0.481,1.75,1.303,0.393,1.145,0.423,1.174,1.115,0
57.212,7.193,5.13,22.21,24.18,6.675,9.659,2.725,3.416,9.988,2.84,1.679,0.507,2.657,1.397,1.938,2.835,0.545,1.472,1.194,0.415,1.521,0.302,0.881,1.043,0
64.813,5.939,5.718,20.011,27.873,7.484,9.93,2.835,2.984,10.693,3.056,1.574,0.503,2.753,1.753,1.812,2.655,0.56,1.407,1.253,0.427,1.51,0.262,0.757,1.031,0
59.957,3.592,6.418,15.569,30.972,7.329,7.535,2.757,2.427,8.595,3.137,1.185,0.455,2.488,2.399,1.509,1.627,0.545,1.238,1.49,0.401,1.092,0.245,0.613,1.015,0
49.757,2.611,6.112,12.06,30.726,6.848,5.654,2.487,2.119,6.473,2.921,0.994,0.392,2.31,2.493,1.368,1.131,0.515,1.123,1.548,0.366,0.832,0.265,0.569,0.985,0
30.313,1.236,4.753,6.58,28.586,6.405,2.702,1.565,2.029,2.892,2.038,0.772,0.288,2.154,2.019,1.074,0.734,0.423,0.884,1.387,0.318,0.534,0.346,0.493,0.889,0
20.742,1.371,3.607,4.447,23.007,6.146,1.49,0.715,2.875,1.746,1.145,0.716,0.513,2.064,1.155,0.793,0.875,0.367,0.832,1.154,0.4,0.493,0.424,0.499,0.852,0
17.395,3.08,3.315,5.577,18.042,5.574,1.562,0.557,3.397,1.867,0.995,1.057,0.821,2.07,0.884,0.783,1.115,0.419,1.127,1.258,0.573,0.497,0.47,0.592,0.953,0
7.912,14.152,3.052,8.658,8.486,3.628,3.969,0.842,4.48,2.557,1.488,3.292,1.656,2.699,1.04,1.202,2.498,0.754,2.703,2.078,1.34,0.576,0.738,1.279,1.652,0
3.837,33.987,2.858,17.04,8.305,2.156,9.787,1.249,7.437,3.217,2.337,6.975,2.082,4.662,1.978,1.923,5.296,1.23,4.911,3.098,2.31,0.784,1.297,3.172,2.84,0
3.497,41.788,2.705,25.757,12.448,1.795,12.827,1.285,10.014,4.467,2.591,8.37,1.969,5.813,2.768,2.201,6.683,1.416,5.787,3.45,2.629,0.899,1.587,4.664,3.43,0
3.057,42.59,2.276,43.68,56.665,1.366,15.285,1.27,14.697,19.544,2.655,8.364,1.461,7.05,10.385,2.353,7.782,1.574,6.549,4.827,2.826,1.022,1.972,8.126,4.79,2
3.032,35.896,2.086,48.01,109.13,1.242,14.165,1.459,15.306,36.603,2.596,7.067,1.295,6.734,19.581,2.258,7.323,1.559,6.509,6.491,2.847,1.023,2.068,9.593,5.85,2
4.165,22.183,1.963,41.09,239.484,1.135,9.743,2.328,12.3,76.715,2.5,4.262,1.233,4.545,42.586,1.938,5.576,1.408,5.972,10.97,2.99,1.115,2.173,10.891,8.445,2
6.699,19.913,2.202,27.688,285.029,1.088,6.591,2.904,8.573,87.733,2.21,3.322,1.036,2.859,50.212,1.587,4.467,1.183,5.393,12.51,2.886,1.478,2.115,10.217,9.334,2
7.926,20.972,2.375,32.341,251.769,1.067,5.839,2.741,9.837,75.745,1.92,3.334,0.804,3.829,43.949,1.413,4.195,1.097,5.598,11.163,2.575,1.679,1.969,9.648,8.486,2
9.425,20.869,2.647,73.595,124.198,1.006,4.577,1.819,21.273,35.319,1.358,3.146,0.424,10.122,21.23,1.122,3.441,1.101,7.637,6.232,1.747,1.864,1.583,9.055,5.229,2
8.994,19.585,2.739,96.962,68.378,0.951,3.759,1.412,28.355,18.41,1.221,2.794,0.414,13.724,11.517,1.059,2.857,1.227,9.013,4.061,1.473,1.81,1.503,9.303,3.749,2
7.663,16.758,2.737,105.343,17.871,0.96,2.438,1.156,33.565,3.366,1.21,1.914,0.721,15.901,2.88,1.274,1.784,1.816,10.549,2.035,1.459,1.541,1.799,11.006,2.484,2
7.396,15.059,2.815,64.283,11.219,1.242,2.62,1.314,22.878,1.661,1.206,1.457,1.069,9.989,1.839,1.876,1.426,2.601,9.361,1.883,1.835,1.385,2.425,12.863,2.873,2
7.192,12.142,3.313,25.184,11.069,1.509,3.481,1.406,10.505,2.311,1.017,1.332,1.2,3.531,1.998,2.319,1.444,2.79,6.939,2.183,2.045,1.419,2.817,12.735,3.63,2
6.467,10.053,3.756,20.568,12.214,1.502,3.672,1.401,8.508,3.205,0.876,1.241,1.2,2.321,2.188,2.323,1.357,2.523,5.971,2.337,2.032,1.444,2.823,11.843,3.958,2
4.145,7.128,4.671,32.932,14.852,1.151,3.385,1.255,10.934,4.973,0.663,1.017,1.129,2.661,2.201,1.98,0.966,1.636,5.132,2.303,1.86,1.387,2.518,9.616,4.222,2
3.05,6.302,4.86,39.285,15.481,0.92,3.067,1.103,12.493,5.379,0.651,0.921,1.061,2.9,2.043,1.786,0.786,1.281,5.307,2.121,1.744,1.298,2.312,8.798,4.106,2
2.443,4.208,4.3,46.341,15.351,0.954,2.455,0.804,13.499,5.475,0.826,0.798,0.882,2.989,1.902,1.607,0.687,1.078,6.538,1.711,1.551,1.109,2.087,8.123,3.613,2
3.715,2.066,3.264,42.993,16.61,2.332,1.848,0.797,12.949,6.826,1.059,0.651,0.733,3.024,2.12,1.607,0.834,1.198,7.244,1.629,1.466,1.033,2.179,8.054,3.267,2
4.437,1.367,2.921,38.006,17.844,3.342,1.512,0.887,12.305,8.15,1.122,0.532,0.685,3.049,2.192,1.593,0.914,1.22,7.137,1.761,1.463,1.021,2.254,8.168,3.242,2
4.583,0.969,2.498,25.409,18.073,4.624,0.879,1.058,9.679,9.889,1.115,0.354,0.663,3.141,2.091,1.469,1.01,1.19,6.877,2.113,1.59,0.939,2.349,9.328,3.452,2
2.996,0.874,1.799,12.34,13.735,3.766,0.636,1.281,6.026,8.547,1.08,0.415,0.682,3.623,2.235,1.321,1.05,1.136,7.139,2.215,1.935,0.779,2.581,11.885,3.934,2
2.445,0.848,1.385,8.049,11.133,2.867,0.694,1.508,4.725,7.247,1.092,0.493,0.713,4.029,2.44,1.28,1.043,1.113,7.161,2.157,2.106,0.699,2.789,13.16,4.231,2
2.857,0.893,0.885,4.983,9.107,1.662,0.918,2.129,3.826,5.248,1.13,0.628,0.943,4.413,2.61,1.314,0.965,1.076,6.131,2.042,2.174,0.592,3.143,14.129,4.675,2
3.859,1.069,0.977,4.881,10.604,1.866,1.024,2.55,4.576,4.559,1.116,0.772,1.417,3.67,2.174,1.578,0.842,1.129,4.732,2.292,1.847,0.574,3.086,13.063,4.626,2
3.997,1.21,1.115,4.985,11.548,2.154,1.005,2.56,5.366,4.459,1.126,0.867,1.66,3.15,1.913,1.783,0.766,1.223,4.741,2.549,1.664,0.586,2.932,12.546,4.459,2
3.778,1.875,1.35,5.649,13.018,2.372,0.954,2.236,7.174,4.239,1.239,1.038,1.993,2.698,1.701,2.153,0.592,1.571,6.766,3.04,1.513,0.637,2.624,12.515,4.071,2
3.594,2.368,1.417,6.294,13.398,2.235,0.993,1.993,7.85,4.048,1.266,1.053,2.054,2.789,1.659,2.226,0.508,1.782,8.186,3.149,1.543,0.687,2.511,12.733,3.886,2
3.496,2.948,1.413,8.06,13.42,1.957,1.261,1.6,8.262,3.628,1.186,0.928,1.957,2.919,1.408,2.114,0.385,2.084,9.997,3.233,1.675,0.835,2.349,12.803,3.596,2
3.64,2.502,1.247,9.967,11.762,2.409,1.563,1.439,7.416,3.87,1.112,0.774,1.578,3.051,1.251,1.895,0.347,2.153,10.617,3.546,1.871,0.956,2.377,12.842,3.629,2
3.731,1.947,1.204,10.858,10.289,2.816,1.597,1.392,6.627,4.293,1.101,0.712,1.34,3.498,1.415,1.801,0.352,2.201,11.169,3.771,1.977,0.972,2.488,12.96,3.759,2
3.891,0.957,1.507,13.365,6.833,3.285,1.343,1.237,4.906,4.75,1.117,0.67,1,5.498,2.174,1.612,0.387,2.499,12.655,3.932,2.006,0.92,2.7,12.464,3.844,2
4.023,1.143,2.311,17.34,4.382,3.094,0.968,1.022,4.026,3.703,1.353,0.951,0.946,7.924,3.009,1.433,0.48,2.747,12.002,3.411,1.63,0.86,2.457,9.589,3.168,2
4.366,1.937,2.694,19.338,3.855,2.913,0.87,0.954,4.067,2.896,1.572,1.201,0.934,8.592,3.317,1.368,0.569,2.648,10.285,2.989,1.365,0.866,2.115,7.42,2.588,0
5.946,3.878,2.88,21.433,5.412,2.586,0.916,1.043,4.516,1.895,1.932,1.497,0.867,7.927,3.494,1.376,0.843,1.961,5.845,2.141,1.044,0.98,1.288,3.557,1.566,0
6.919,4.54,2.701,21.014,7.271,2.438,1.021,1.241,4.549,1.916,1.964,1.395,0.904,6.792,3.374,1.453,1,1.536,4.239,1.812,1.065,1.089,0.95,2.493,1.32,0
7.542,4.339,2.214,17.083,10.754,2.123,1.185,1.845,4.176,2.381,1.811,0.825,1.136,4.189,2.886,1.672,1.21,0.883,3.11,1.436,1.298,1.331,0.565,2.077,1.303,0
5.76,3.238,1.809,11.349,11.181,1.975,1.188,2.247,3.595,2.463,1.901,0.373,1.488,2.506,2.503,2.016,1.151,0.629,3.066,1.584,1.334,1.402,0.429,2.303,1.323,1
4.759,3.003,1.618,8.852,10.435,1.971,1.2,2.177,3.284,2.305,2.128,0.305,1.769,2.107,2.494,2.224,1.05,0.617,2.82,1.812,1.219,1.343,0.402,2.251,1.228,1
4.004,3.316,1.39,5.433,8.688,1.939,1.35,1.681,2.638,2.204,2.569,0.401,2.513,1.653,2.797,2.667,0.931,0.685,1.859,2.388,0.934,1.187,0.403,2.043,0.998,1
4.04,3.182,1.556,4.28,7.391,1.747,1.383,1.477,2.323,3.007,2.369,0.731,2.877,1.316,2.84,2.921,1.041,0.681,1.113,2.783,0.81,1.214,0.48,2.234,0.954,1
3.736,2.707,1.767,4.173,6.613,1.589,1.251,1.543,2.325,3.566,2.038,0.969,2.671,1.248,2.565,2.856,1.113,0.623,0.994,2.796,0.792,1.3,0.525,2.43,0.966,1
2.63,1.444,2.476,4.381,4.617,1.585,0.87,1.714,2.145,4.114,1.414,1.418,1.671,1.335,1.853,2.312,1.104,0.494,0.924,2.484,0.733,1.418,0.553,2.523,0.891,1
2.381,0.935,2.927,4.582,3.817,1.944,0.758,1.753,1.886,3.997,1.31,1.525,1.204,1.437,1.752,1.945,1.011,0.488,0.839,2.298,0.709,1.383,0.527,2.34,0.812,1
3.079,0.448,3.495,5.213,3.686,3.411,0.785,1.939,1.37,3.907,1.401,1.373,0.967,1.665,2.335,1.325,0.789,0.659,0.63,2.402,0.733,1.187,0.444,1.81,0.703,1
4.041,0.407,2.885,5.765,5.673,5.307,0.853,2.804,1.309,5.644,1.301,0.888,1.316,1.849,4.399,1.107,0.692,0.868,0.564,4.195,0.788,1.024,0.408,1.475,0.758,1
4.341,0.468,2.293,5.66,7.636,6.038,0.88,3.504,1.52,7.157,1.158,0.678,1.415,1.991,5.979,1.194,0.682,0.907,0.632,5.726,0.775,0.977,0.413,1.373,0.828,1
5.184,0.784,1.701,6.856,12.545,6.55,1.181,4.731,3.029,9.543,0.981,0.619,1.455,2.961,8.645,1.603,0.656,0.843,1.176,8.24,0.708,0.862,0.474,1.22,1.005,0
6.363,1.223,2.061,10.82,15.525,6.424,1.562,4.9,4.592,10.054,1.036,0.778,1.588,4.047,8.978,1.81,0.637,0.797,1.81,8.41,0.734,0.777,0.55,1.268,1.134,0
10.741,3.195,3.852,26.809,21.957,5.879,2.629,4.011,8.198,10.284,1.398,1.16,2.39,6.858,7.483,2.182,0.66,0.868,3.624,6.346,1.057,0.66,0.783,1.839,1.49,0
